Sorprendido;2023-11-08 16:45:53.077750
Sorprendido;2023-11-08 16:45:54.122365
Sorprendido;2023-11-08 16:45:55.145053
Sorprendido;2023-11-08 16:45:56.170176
Enojado;2023-11-08 16:45:57.224844
Enojado;2023-11-08 16:45:58.245158
Neutral;2023-11-08 16:45:59.261906
